index,home_team,away_team,home_goals,away_goals,result,season
483,Bolton Wanderers,Aston Villa,-1,1,D,2007-2008
482,Portsmouth,West Ham United,0,0,D,2007-2008
481,Sunderland,Fulham,1,1,D,2007-2008
480,Reading,Newcastle United,2,1,H,2007-2008
479,Manchester United,Middlesbrough,4,-1,H,2007-2008
477,Birmingham City,Wigan Athletic,3,2,H,2007-2008
486,Liverpool,Arsenal,1,1,D,2007-2008
476,Newcastle United,Tottenham Hotspur,3,1,H,2007-2008
474,Aston Villa,Manchester United,1,4,A,2007-2008
473,Wigan Athletic,Portsmouth,0,2,A,2007-2008
472,Middlesbrough,Chelsea,0,2,A,2007-2008
471,Manchester City,Birmingham City,1,0,H,2007-2008
470,Fulham,Derby County,0,0,D,2007-2008
469,Blackburn Rovers,Reading,4,2,H,2007-2008
509,Birmingham City,Portsmouth,0,2,A,2007-2008
468,Arsenal,Bolton Wanderers,2,0,H,2007-2008
475,West Ham United,Sunderland,3,1,H,2007-2008
487,Arsenal,Manchester United,2,2,D,2007-2008
478,Chelsea,Manchester City,6,0,H,2007-2008
489,Everton,Birmingham City,3,1,H,2007-2008
507,Newcastle United,Liverpool,0,3,A,2007-2008
506,Reading,Arsenal,1,3,A,2007-2008
488,Aston Villa,Derby County,2,0,H,2007-2008
505,Portsmouth,Manchester City,0,0,D,2007-2008
504,Tottenham Hotspur,Wigan Athletic,4,0,H,2007-2008
503,Manchester United,Blackburn Rovers,2,0,H,2007-2008
502,Bolton Wanderers,Middlesbrough,0,0,D,2007-2008
500,Birmingham City,Aston Villa,1,2,A,2007-2008
499,Liverpool,Fulham,2,0,H,2007-2008
498,Derby County,West Ham United,0,5,A,2007-2008
501,Chelsea,Everton,1,1,D,2007-2008
497,Sunderland,Newcastle United,1,1,D,2007-2008
496,Manchester City,Sunderland,1,0,H,2007-2008
495,West Ham United,Bolton Wanderers,1,1,D,2007-2008
494,Blackburn Rovers,Liverpool,0,0,D,2007-2008
493,Wigan Athletic,Chelsea,0,2,A,2007-2008
492,Newcastle United,Portsmouth,1,4,A,2007-2008
491,Middlesbrough,Tottenham Hotspur,1,1,D,2007-2008
490,Fulham,Reading,3,1,H,2007-2008
1001,Sunderland,Stoke City,2,0,H,2008-2009
1002,West Bromwich Albion,Newcastle United,2,3,A,2008-2009
1003,Wigan Athletic,Fulham,0,0,D,2008-2009
1008,Manchester United,Fulham,3,0,H,2008-2009
1005,Tottenham Hotspur,Arsenal,0,0,D,2008-2009
1007,Portsmouth,Manchester City,2,0,H,2008-2009
1006,West Ham United,Manchester United,0,1,A,2008-2009
1000,Everton,Bolton Wanderers,3,0,H,2008-2009
1004,Portsmouth,Liverpool,2,3,A,2008-2009
999,Chelsea,Hull City,0,0,D,2008-2009
991,Fulham,Portsmouth,3,1,H,2008-2009
997,Manchester City,Middlesbrough,1,0,H,2008-2009
996,Liverpool,Chelsea,2,0,H,2008-2009
995,Newcastle United,Sunderland,1,1,D,2008-2009
994,Manchester United,Everton,1,0,H,2008-2009
993,Middlesbrough,Blackburn Rovers,0,0,D,2008-2009
992,Hull City,West Bromwich Albion,2,2,D,2008-2009
990,Bolton Wanderers,Tottenham Hotspur,3,2,H,2008-2009
988,Arsenal,West Ham United,0,0,D,2008-2009
1009,Aston Villa,Chelsea,0,1,A,2008-2009
989,Aston Villa,Wigan Athletic,0,0,D,2008-2009
998,Blackburn Rovers,Aston Villa,0,2,A,2008-2009
1010,Arsenal,Sunderland,0,0,D,2008-2009
1030,Manchester City,Aston Villa,2,0,H,2008-2009
1012,Middlesbrough,Wigan Athletic,0,0,D,2008-2009
1034,Blackburn Rovers,Everton,0,0,D,2008-2009
987,Stoke City,Manchester City,1,0,H,2008-2009
1033,Wigan Athletic,West Ham United,0,1,A,2008-2009
1032,Stoke City,Bolton Wanderers,2,0,H,2008-2009
1031,Newcastle United,Manchester United,1,2,A,2008-2009
1029,Liverpool,Sunderland,2,0,H,2008-2009
1028,West Bromwich Albion,Arsenal,1,3,A,2008-2009
1027,Portsmouth,Chelsea,0,1,A,2008-2009
1026,Aston Villa,Stoke City,2,2,D,2008-2009
1025,Bolton Wanderers,Newcastle United,1,0,H,2008-2009
1011,Bolton Wanderers,West Ham United,2,1,H,2008-2009
1024,West Ham United,Manchester City,1,0,H,2008-2009
1022,Middlesbrough,Liverpool,2,0,H,2008-2009
1021,Chelsea,Wigan Athletic,2,1,H,2008-2009
1020,Arsenal,Fulham,0,0,D,2008-2009
1019,Everton,West Bromwich Albion,2,0,H,2008-2009
1018,Hull City,Tottenham Hotspur,1,2,A,2008-2009
1017,Newcastle United,Everton,0,0,D,2008-2009
1016,Liverpool,Manchester City,1,1,D,2008-2009
1015,Fulham,West Bromwich Albion,2,0,H,2008-2009
1014,Manchester United,Blackburn Rovers,2,1,H,2008-2009
1013,Stoke City,Portsmouth,2,2,D,2008-2009
1023,Hull City,Blackburn Rovers,1,2,A,2008-2009
986,West Ham United,Hull City,2,0,H,2008-2009
944,Middlesbrough,Everton,0,1,A,2008-2009
984,Blackburn Rovers,Bolton Wanderers,2,2,D,2008-2009
957,Hull City,Aston Villa,0,1,A,2008-2009
956,Manchester United,Middlesbrough,1,0,H,2008-2009
955,Blackburn Rovers,Manchester City,2,2,D,2008-2009
954,West Ham United,Stoke City,2,1,H,2008-2009
953,West Bromwich Albion,Tottenham Hotspur,2,0,H,2008-2009
952,Fulham,Chelsea,2,2,D,2008-2009
951,Everton,Sunderland,3,0,H,2008-2009
950,Bolton Wanderers,Wigan Athletic,0,1,A,2008-2009
949,Arsenal,Portsmouth,1,0,H,2008-2009
948,Newcastle United,Liverpool,1,5,A,2008-2009
958,Aston Villa,West Bromwich Albion,2,1,H,2008-2009
947,Aston Villa,Arsenal,2,2,D,2008-2009
945,Sunderland,Blackburn Rovers,0,0,D,2008-2009
936,Arsenal,Liverpool,1,1,D,2008-2009
943,Manchester City,Hull City,5,1,H,2008-2009
942,Liverpool,Bolton Wanderers,3,0,H,2008-2009
941,Tottenham Hotspur,Fulham,0,0,D,2008-2009
940,Portsmouth,West Ham United,1,4,A,2008-2009
939,Chelsea,West Bromwich Albion,2,0,H,2008-2009
938,Stoke City,Manchester United,0,1,A,2008-2009
937,Everton,Chelsea,0,0,D,2008-2009
1035,Fulham,Hull City,0,1,A,2008-2009
946,Wigan Athletic,Newcastle United,2,1,H,2008-2009
985,Everton,Arsenal,1,1,D,2008-2009
959,Arsenal,Bolton Wanderers,1,0,H,2008-2009
961,Middlesbrough,Sunderland,1,1,D,2008-2009
983,Wigan Athletic,Liverpool,1,1,D,2008-2009
982,Manchester City,Newcastle United,2,1,H,2008-2009
981,Chelsea,Middlesbrough,2,0,H,2008-2009
980,Tottenham Hotspur,Stoke City,3,1,H,2008-2009
979,Portsmouth,Aston Villa,0,1,A,2008-2009
978,West Bromwich Albion,Manchester United,0,5,A,2008-2009
977,Sunderland,Fulham,1,0,H,2008-2009
976,Liverpool,Everton,1,1,D,2008-2009
975,Tottenham Hotspur,Portsmouth,1,1,D,2008-2009
974,West Ham United,Fulham,3,1,H,2008-2009
960,Everton,Hull City,2,0,H,2008-2009
973,Hull City,Arsenal,1,3,A,2008-2009
971,Sunderland,Aston Villa,1,2,A,2008-2009
970,Manchester City,Wigan Athletic,1,0,H,2008-2009
969,Chelsea,Stoke City,2,1,H,2008-2009
968,Bolton Wanderers,Manchester United,0,1,A,2008-2009
967,Blackburn Rovers,Newcastle United,3,0,H,2008-2009
966,Manchester United,Wigan Athletic,1,0,H,2008-2009
965,Manchester United,Chelsea,3,0,H,2008-2009
964,Wigan Athletic,Tottenham Hotspur,1,0,H,2008-2009
963,Stoke City,Liverpool,0,0,D,2008-2009
962,Newcastle United,West Ham United,2,2,D,2008-2009
972,West Bromwich Albion,Middlesbrough,3,0,H,2008-2009
1037,Sunderland,Tottenham Hotspur,1,1,D,2008-2009
1124,Newcastle United,Fulham,0,1,A,2008-2009
1039,Manchester United,Liverpool,1,4,A,2008-2009
1135,Liverpool,Tottenham Hotspur,3,1,H,2008-2009
1136,Manchester City,Bolton Wanderers,1,0,H,2008-2009
1137,Sunderland,Chelsea,2,3,A,2008-2009
1138,West Ham United,Middlesbrough,2,1,H,2008-2009
1139,Wigan Athletic,Portsmouth,1,0,H,2008-2009
1108,Aston Villa,Hull City,1,0,H,2008-2009
1107,Sunderland,Everton,0,2,A,2008-2009
1106,Liverpool,Newcastle United,3,0,H,2008-2009
1105,Wigan Athletic,Bolton Wanderers,0,0,D,2008-2009
1104,Tottenham Hotspur,West Bromwich Albion,1,0,H,2008-2009
1134,Hull City,Manchester United,0,1,A,2008-2009
1103,Stoke City,West Ham United,0,1,A,2008-2009
1101,Manchester City,Blackburn Rovers,3,1,H,2008-2009
1100,Chelsea,Fulham,3,1,H,2008-2009
1099,Middlesbrough,Manchester United,0,2,A,2008-2009
1098,Newcastle United,Portsmouth,0,0,D,2008-2009
1097,Blackburn Rovers,Wigan Athletic,2,0,H,2008-2009
1096,Arsenal,Middlesbrough,2,0,H,2008-2009
1095,Manchester United,Tottenham Hotspur,5,2,H,2008-2009
1094,West Ham United,Chelsea,0,1,A,2008-2009
1093,West Bromwich Albion,Sunderland,3,0,H,2008-2009
1092,Hull City,Liverpool,1,3,A,2008-2009
1102,Portsmouth,Arsenal,0,3,A,2008-2009
1091,Fulham,Stoke City,1,0,H,2008-2009
1133,Fulham,Everton,0,2,A,2008-2009
1131,Aston Villa,Newcastle United,1,0,H,2008-2009
935,Newcastle United,Tottenham Hotspur,2,1,H,2008-2009
1109,Blackburn Rovers,Portsmouth,2,0,H,2008-2009
1110,Bolton Wanderers,Sunderland,0,0,D,2008-2009
1111,Everton,Tottenham Hotspur,0,0,D,2008-2009
1112,Fulham,Aston Villa,3,1,H,2008-2009
1113,Hull City,Stoke City,1,2,A,2008-2009
1114,West Bromwich Albion,Wigan Athletic,3,1,H,2008-2009
1115,West Ham United,Liverpool,0,3,A,2008-2009
1116,Manchester United,Manchester City,2,0,H,2008-2009
1117,Arsenal,Chelsea,1,4,A,2008-2009
1132,Blackburn Rovers,West Bromwich Albion,0,0,D,2008-2009
1118,Newcastle United,Middlesbrough,3,1,H,2008-2009
1120,Manchester United,Arsenal,0,0,D,2008-2009
1121,Bolton Wanderers,Hull City,1,1,D,2008-2009
1122,Everton,West Ham United,3,1,H,2008-2009
1123,Middlesbrough,Aston Villa,1,1,D,2008-2009
1125,Stoke City,Wigan Athletic,2,0,H,2008-2009
1126,Tottenham Hotspur,Manchester City,2,1,H,2008-2009
1127,West Bromwich Albion,Liverpool,0,2,A,2008-2009
1128,Chelsea,Blackburn Rovers,2,0,H,2008-2009
1129,Portsmouth,Sunderland,3,1,H,2008-2009
1130,Arsenal,Stoke City,4,1,H,2008-2009
1119,Wigan Athletic,Manchester United,1,2,A,2008-2009
1038,Fulham,Blackburn Rovers,1,2,A,2008-2009
1090,Everton,Manchester City,1,2,A,2008-2009
1088,Manchester United,Portsmouth,2,0,H,2008-2009
1061,Bolton Wanderers,Middlesbrough,4,1,H,2008-2009
1060,Arsenal,Manchester City,2,0,H,2008-2009
1059,Blackburn Rovers,Tottenham Hotspur,2,1,H,2008-2009
1058,Liverpool,Aston Villa,5,0,H,2008-2009
1057,Manchester City,Sunderland,1,0,H,2008-2009
1056,Wigan Athletic,Hull City,1,0,H,2008-2009
1055,Newcastle United,Arsenal,1,3,A,2008-2009
1054,West Bromwich Albion,Bolton Wanderers,1,1,D,2008-2009
1053,Tottenham Hotspur,Chelsea,1,0,H,2008-2009
1052,Stoke City,Middlesbrough,1,0,H,2008-2009
1062,Hull City,Portsmouth,0,0,D,2008-2009
1051,Fulham,Manchester United,2,0,H,2008-2009
1049,Portsmouth,Everton,2,1,H,2008-2009
1048,West Ham United,West Bromwich Albion,0,0,D,2008-2009
1047,Aston Villa,Tottenham Hotspur,1,2,A,2008-2009
1046,Chelsea,Manchester City,1,0,H,2008-2009
1045,Sunderland,Wigan Athletic,1,2,A,2008-2009
1044,Middlesbrough,Portsmouth,1,1,D,2008-2009
1043,Hull City,Newcastle United,1,1,D,2008-2009
1042,Everton,Stoke City,3,1,H,2008-2009
1041,Bolton Wanderers,Fulham,1,3,A,2008-2009
1040,Arsenal,Blackburn Rovers,4,0,H,2008-2009
1050,Blackburn Rovers,West Ham United,1,1,D,2008-2009
1089,Bolton Wanderers,Aston Villa,1,1,D,2008-2009
1063,Newcastle United,Chelsea,0,2,A,2008-2009
1065,West Ham United,Sunderland,2,0,H,2008-2009
1087,Chelsea,Everton,0,0,D,2008-2009
1086,Liverpool,Arsenal,4,4,D,2008-2009
1085,Manchester City,West Bromwich Albion,4,2,H,2008-2009
1084,Tottenham Hotspur,Newcastle United,1,0,H,2008-2009
1083,Sunderland,Hull City,1,0,H,2008-2009
1082,Stoke City,Blackburn Rovers,1,0,H,2008-2009
1081,Portsmouth,Bolton Wanderers,1,0,H,2008-2009
1080,Middlesbrough,Fulham,0,0,D,2008-2009
1079,Aston Villa,West Ham United,1,1,D,2008-2009
1078,Manchester City,Fulham,1,3,A,2008-2009
1064,West Bromwich Albion,Stoke City,0,2,A,2008-2009
1077,Aston Villa,Everton,3,3,D,2008-2009
1075,Wigan Athletic,Arsenal,1,4,A,2008-2009
1074,Tottenham Hotspur,West Ham United,1,0,H,2008-2009
1073,Sunderland,Manchester United,1,2,A,2008-2009
1072,Portsmouth,West Bromwich Albion,2,2,D,2008-2009
1071,Middlesbrough,Hull City,3,1,H,2008-2009
1070,Chelsea,Bolton Wanderers,4,3,H,2008-2009
1069,Liverpool,Blackburn Rovers,4,0,H,2008-2009
1068,Manchester United,Aston Villa,3,2,H,2008-2009
1067,Everton,Wigan Athletic,4,0,H,2008-2009
1066,Fulham,Liverpool,0,1,A,2008-2009
1076,Stoke City,Newcastle United,1,1,D,2008-2009
934,West Bromwich Albion,Manchester City,2,1,H,2008-2009
1036,Tottenham Hotspur,Middlesbrough,4,0,H,2008-2009
932,Hull City,Sunderland,1,4,A,2008-2009
821,Wigan Athletic,Middlesbrough,0,1,A,2008-2009
820,West Bromwich Albion,Fulham,1,0,H,2008-2009
819,Sunderland,Arsenal,1,1,D,2008-2009
818,Wigan Athletic,Manchester City,2,1,H,2008-2009
817,Portsmouth,Tottenham Hotspur,2,0,H,2008-2009
816,Arsenal,Hull City,1,2,A,2008-2009
815,Stoke City,Chelsea,0,2,A,2008-2009
814,Newcastle United,Blackburn Rovers,1,2,A,2008-2009
822,Blackburn Rovers,Manchester United,0,2,A,2008-2009
813,Middlesbrough,West Bromwich Albion,0,1,A,2008-2009
811,Fulham,West Ham United,1,2,A,2008-2009
810,Aston Villa,Sunderland,2,1,H,2008-2009
809,Everton,Liverpool,0,2,A,2008-2009
808,Tottenham Hotspur,Wigan Athletic,0,0,D,2008-2009
807,Manchester City,Portsmouth,6,0,H,2008-2009
